,AD,AL,AT,AZ,BA,BE,BG,BY,HR,CY,CZ,DK,EE,FI,FR,DE,GR,HU,IE,IT,LV,LT,LU,MT,NL,PL,PT,RO,SK,SI,ES,SE,GB,GE,IS,KZ,LI,MD,MC,NO,RU,SM,RS,CH,TR,UA
2020-09-17,81.0,125.0,806.0,119.0,292.0,1750.0,189.0,243.0,234.0,7.0,3125.0,475.0,36.0,49.0,10593.0,2168.0,338.0,809.0,248.0,1585.0,17.0,98.0,177.0,65.0,1955.0,757.0,807.0,1679.0,290.0,137.0,13814.0,389.0,4675.0,187.0,22.0,300.0,0.0,665.0,5.0,117.0,5905.0,0.0,62.0,499.0,8378.0,3584.0
2020-09-18,0.0,153.0,874.0,117.0,320.0,1709.0,86.0,231.0,212.0,15.0,2108.0,416.0,61.0,59.0,13215.0,1391.0,240.0,1070.0,267.0,1907.0,10.0,86.0,85.0,32.0,1892.0,1002.0,865.0,1527.0,131.0,114.0,16740.0,437.0,4973.0,196.0,74.0,335.0,1.0,688.0,1.0,94.0,6065.0,0.0,83.0,445.0,8501.0,3228.0
2020-09-19,0.0,159.0,667.0,148.0,212.0,894.0,44.0,213.0,197.0,20.0,2045.0,408.0,49.0,64.0,13498.0,690.0,164.0,876.0,395.0,1638.0,1.0,46.0,103.0,45.0,1844.0,910.0,504.0,1333.0,79.0,111.0,8332.0,279.0,4889.0,193.0,39.0,107.0,1.0,260.0,1.0,58.0,6148.0,0.0,68.0,284.0,8268.0,3240.0
2020-09-20,117.0,150.0,471.0,146.0,92.0,461.0,151.0,224.0,70.0,3.0,984.0,535.0,17.0,58.0,10569.0,1657.0,453.0,633.0,188.0,1587.0,34.0,31.0,10.0,38.0,2211.0,748.0,469.0,1231.0,175.0,50.0,5865.0,133.0,5340.0,218.0,32.0,87.0,1.0,200.0,2.0,77.0,6196.0,0.0,30.0,200.0,8249.0,2966.0
2020-09-21,0.0,131.0,582.0,92.0,216.0,2202.0,109.0,206.0,144.0,15.0,1477.0,587.0,35.0,66.0,5298.0,1815.0,333.0,951.0,323.0,1350.0,12.0,132.0,99.0,42.0,2237.0,711.0,634.0,808.0,338.0,88.0,8038.0,266.0,5627.0,227.0,37.0,440.0,1.0,650.0,2.0,163.0,6215.0,0.0,61.0,395.0,8473.0,2675.0
2020-09-22,72.0,121.0,719.0,98.0,344.0,2074.0,160.0,253.0,204.0,36.0,2387.0,651.0,57.0,149.0,10008.0,2214.0,358.0,750.0,231.0,1392.0,22.0,135.0,74.0,42.0,2334.0,974.0,757.0,1059.0,360.0,136.0,12825.0,438.0,6441.0,259.0,58.0,307.0,1.0,786.0,2.0,101.0,6431.0,4.0,81.0,426.0,8422.0,2884.0
2020-09-23,0.0,134.0,804.0,146.0,235.0,2096.0,290.0,294.0,232.0,9.0,2305.0,598.0,45.0,93.0,13072.0,2394.0,341.0,927.0,319.0,1640.0,31.0,85.0,67.0,31.0,2536.0,1136.0,713.0,1767.0,419.0,122.0,12779.0,553.0,7096.0,265.0,36.0,292.0,0.0,721.0,6.0,143.0,6595.0,0.0,83.0,389.0,8497.0,3497.0
2020-09-24,83.0,124.0,658.0,162.0,248.0,1795.0,255.0,306.0,223.0,8.0,2906.0,488.0,41.0,91.0,16096.0,2334.0,286.0,950.0,321.0,1786.0,29.0,150.0,76.0,29.0,2764.0,1587.0,845.0,1639.0,552.0,191.0,12671.0,540.0,7682.0,296.0,47.0,301.0,1.0,713.0,3.0,133.0,7212.0,0.0,75.0,310.0,8451.0,3372.0
2020-09-25,0.0,108.0,762.0,101.0,235.0,1623.0,169.0,332.0,212.0,13.0,2945.0,393.0,47.0,105.0,15797.0,1785.0,315.0,937.0,245.0,1912.0,22.0,131.0,83.0,21.0,2700.0,1584.0,844.0,1629.0,478.0,184.0,13550.0,630.0,7318.0,294.0,39.0,293.0,1.0,868.0,2.0,130.0,7523.0,0.0,74.0,359.0,8395.0,3565.0
2020-09-26,0.0,106.0,591.0,108.0,122.0,1078.0,58.0,320.0,190.0,12.0,1981.0,357.0,35.0,93.0,14412.0,874.0,216.0,702.0,430.0,1869.0,21.0,53.0,46.0,27.0,2976.0,1350.0,537.0,1552.0,265.0,169.0,7660.0,325.0,6810.0,298.0,22.0,90.0,0.0,341.0,0.0,63.0,7867.0,0.0,72.0,223.0,8241.0,3833.0
2020-09-27,130.0,132.0,546.0,128.0,80.0,559.0,216.0,337.0,48.0,17.0,1305.0,481.0,67.0,105.0,11123.0,1834.0,263.0,851.0,387.0,1766.0,32.0,69.0,14.0,29.0,2901.0,1306.0,465.0,1438.0,231.0,28.0,5046.0,167.0,7023.0,314.0,43.0,68.0,0.0,319.0,2.0,54.0,8135.0,3.0,30.0,120.0,8197.0,3130.0
2020-09-28,0.0,127.0,738.0,38.0,225.0,2791.0,276.0,314.0,135.0,30.0,1284.0,449.0,48.0,61.0,4070.0,2164.0,416.0,894.0,363.0,1494.0,95.0,145.0,55.0,23.0,3004.0,1326.0,650.0,1271.0,567.0,99.0,7056.0,378.0,9983.0,326.0,32.0,374.0,1.0,835.0,2.0,124.0,8232.0,0.0,65.0,369.0,8142.0,2671.0
2020-09-29,84.0,131.0,759.0,58.0,243.0,3008.0,286.0,371.0,213.0,12.0,1962.0,434.0,56.0,149.0,8051.0,2737.0,352.0,848.0,415.0,1648.0,44.0,142.0,78.0,37.0,3286.0,1552.0,800.0,1470.0,797.0,203.0,11369.0,613.0,10366.0,448.0,33.0,250.0,0.0,1013.0,4.0,110.0,8481.0,1.0,72.0,449.0,8157.0,3627.0
2020-09-30,0.0,157.0,854.0,110.0,280.0,3274.0,263.0,388.0,234.0,17.0,2925.0,427.0,80.0,100.0,12845.0,2928.0,411.0,1322.0,442.0,1851.0,77.0,133.0,86.0,44.0,3253.0,1967.0,767.0,2158.0,679.0,175.0,11221.0,689.0,12717.0,453.0,40.0,299.0,1.0,1022.0,1.0,120.0,8945.0,0.0,111.0,540.0,8121.0,4027.0
2020-10-01,60.0,159.0,790.0,80.0,226.0,3423.0,240.0,402.0,333.0,17.0,3503.0,366.0,57.0,111.0,13970.0,2925.0,460.0,1086.0,466.0,2548.0,74.0,121.0,123.0,65.0,3804.0,2292.0,787.0,2086.0,704.0,238.0,11093.0,633.0,13357.0,471.0,41.0,228.0,1.0,952.0,2.0,131.0,9412.0,0.0,73.0,602.0,8137.0,4069.0
2020-10-02,0.0,152.0,1014.0,144.0,262.0,3752.0,182.0,431.0,241.0,22.0,3795.0,338.0,69.0,141.0,12148.0,2196.0,267.0,858.0,605.0,2499.0,67.0,127.0,88.0,66.0,3935.0,2367.0,992.0,2343.0,818.0,227.0,12410.0,712.0,13854.0,554.0,62.0,264.0,3.0,872.0,1.0,134.0,9859.0,0.0,107.0,677.0,8172.0,4633.0
2020-10-03,0.0,149.0,719.0,108.0,68.0,1728.0,69.0,443.0,258.0,13.0,2554.0,306.0,30.0,147.0,16972.0,1155.0,229.0,905.0,364.0,2844.0,40.0,100.0,93.0,57.0,3983.0,0.0,787.0,2064.0,353.0,168.0,6893.0,461.0,11667.0,578.0,49.0,96.0,3.0,691.0,0.0,110.0,10499.0,0.0,59.0,512.0,8232.0,4661.0
2020-10-04,260.0,144.0,738.0,130.0,144.0,1047.0,283.0,401.0,138.0,23.0,1841.0,427.0,10.0,147.0,12565.0,2413.0,300.0,818.0,517.0,2578.0,68.0,82.0,26.0,47.0,4555.0,3940.0,611.0,1835.0,320.0,76.0,5144.0,156.0,11953.0,549.0,65.0,67.0,1.0,322.0,1.0,89.0,10888.0,1.0,51.0,312.0,8159.0,4140.0
2020-10-05,0.0,158.0,927.0,97.0,261.0,5313.0,436.0,394.0,287.0,29.0,3117.0,426.0,42.0,164.0,5084.0,3591.0,399.0,816.0,424.0,2257.0,67.0,172.0,54.0,68.0,4519.0,2236.0,478.0,1591.0,877.0,190.0,8918.0,374.0,16753.0,508.0,100.0,328.0,3.0,831.0,1.0,209.0,11615.0,0.0,120.0,1019.0,8333.0,3774.0
2020-10-06,198.0,162.0,1076.0,143.0,365.0,5758.0,437.0,415.0,363.0,21.0,4458.0,452.0,25.0,227.0,10489.0,4495.0,406.0,932.0,611.0,2677.0,109.0,119.0,143.0,64.0,4972.0,3003.0,922.0,2121.0,1037.0,356.0,12251.0,786.0,17250.0,472.0,87.0,358.0,1.0,1062.0,3.0,198.0,11115.0,1.0,121.0,1098.0,8241.0,4348.0
2020-10-07,0.0,169.0,1274.0,182.0,453.0,6904.0,516.0,477.0,542.0,21.0,5336.0,422.0,76.0,120.0,18746.0,4664.0,434.0,1176.0,502.0,3678.0,137.0,211.0,97.0,75.0,5783.0,4280.0,1042.0,2958.0,1184.0,387.0,12446.0,831.0,18573.0,527.0,101.0,348.0,3.0,1121.0,2.0,199.0,11493.0,0.0,151.0,1377.0,8311.0,4753.0
2020-10-08,128.0,167.0,1109.0,191.0,389.0,6679.0,612.0,489.0,457.0,33.0,5394.0,411.0,49.0,296.0,18129.0,5063.0,391.0,1374.0,617.0,4458.0,89.0,188.0,140.0,100.0,5960.0,4739.0,1424.0,3130.0,1887.0,365.0,13877.0,834.0,18425.0,519.0,105.0,335.0,3.0,918.0,4.0,168.0,12126.0,14.0,173.0,1473.0,8345.0,5397.0
2020-10-09,0.0,165.0,1260.0,215.0,428.0,7952.0,448.0,552.0,486.0,35.0,8618.0,281.0,37.0,235.0,20339.0,3629.0,306.0,1068.0,1011.0,5372.0,74.0,157.0,154.0,95.0,6478.0,5300.0,1561.0,3186.0,1054.0,380.0,14802.0,783.0,15893.0,523.0,96.0,352.0,6.0,929.0,0.0,141.0,12846.0,0.0,168.0,1723.0,8359.0,5804.0
2020-10-10,0.0,168.0,1014.0,233.0,302.0,4370.0,83.0,511.0,508.0,0.0,4637.0,256.0,19.0,269.0,26896.0,2272.0,280.0,913.0,817.0,5724.0,95.0,123.0,206.0,68.0,6342.0,4178.0,960.0,3517.0,504.0,411.0,8742.0,509.0,12648.0,478.0,61.0,108.0,5.0,389.0,1.0,65.0,13634.0,0.0,102.0,1252.0,8379.0,5728.0
2020-10-11,299.0,171.0,832.0,230.0,190.0,2439.0,587.0,464.0,181.0,61.0,3104.0,457.0,18.0,149.0,16101.0,4189.0,294.0,1285.0,820.0,5456.0,75.0,108.0,9.0,93.0,6803.0,4394.0,1121.0,2880.0,531.0,580.0,6771.0,161.0,12202.0,569.0,53.0,74.0,0.0,467.0,2.0,78.0,13592.0,0.0,67.0,811.0,8232.0,4768.0
2020-10-12,0.0,182.0,1141.0,122.0,336.0,9872.0,785.0,526.0,372.0,0.0,4307.0,425.0,25.0,214.0,8505.0,5369.0,408.0,920.0,808.0,4619.0,102.0,244.0,109.0,111.0,7332.0,5068.0,1404.0,2069.0,1410.0,399.0,6339.0,637.0,19671.0,680.0,85.0,404.0,14.0,657.0,5.0,167.0,13868.0,6.0,152.0,2558.0,8344.0,4420.0
2020-10-13,195.0,203.0,1321.0,277.0,482.0,12779.0,819.0,597.0,748.0,83.0,8324.0,469.0,39.0,287.0,12993.0,7248.0,435.0,950.0,1084.0,5901.0,114.0,245.0,190.0,112.0,7251.0,6526.0,1937.0,3109.0,1929.0,707.0,12421.0,916.0,19116.0,919.0,90.0,269.0,13.0,1149.0,7.0,155.0,14231.0,0.0,245.0,2688.0,8362.0,5133.0
2020-10-14,0.0,257.0,1436.0,369.0,569.0,12533.0,914.0,613.0,793.0,51.0,9544.0,449.0,33.0,204.0,22591.0,7904.0,452.0,1293.0,1186.0,7332.0,148.0,279.0,214.0,122.0,7777.0,8099.0,2024.0,4016.0,2075.0,746.0,16426.0,968.0,19920.0,887.0,97.0,274.0,8.0,652.0,5.0,162.0,13754.0,9.0,203.0,2998.0,8401.0,5590.0
2020-10-15,187.0,289.0,1521.0,530.0,621.0,12027.0,998.0,658.0,1131.0,198.0,9724.0,464.0,37.0,241.0,30621.0,7979.0,503.0,1791.0,998.0,8804.0,188.0,287.0,227.0,204.0,7950.0,7705.0,2266.0,4013.0,1968.0,834.0,17529.0,902.0,18607.0,958.0,68.0,258.0,17.0,784.0,2.0,141.0,15150.0,3.0,265.0,3394.0,8423.0,5062.0
2020-10-16,0.0,273.0,1795.0,509.0,712.0,13738.0,603.0,671.0,1096.0,0.0,11104.0,431.0,35.0,189.0,25086.0,5687.0,482.0,1474.0,1251.0,10010.0,58.0,280.0,186.0,142.0,8105.0,9622.0,2035.0,4026.0,1567.0,898.0,18315.0,1179.0,17915.0,1192.0,72.0,301.0,19.0,792.0,5.0,137.0,14922.0,0.0,227.0,3680.0,8542.0,5992.0
2020-10-17,0.0,281.0,1485.0,528.0,559.0,8124.0,395.0,635.0,819.0,265.0,8713.0,451.0,26.0,160.0,32427.0,3678.0,438.0,1478.0,1284.0,10925.0,44.0,210.0,242.0,109.0,8148.0,8536.0,1700.0,3952.0,860.0,728.0,11953.0,697.0,14882.0,1186.0,56.0,153.0,6.0,398.0,5.0,88.0,15099.0,0.0,214.0,2379.0,8453.0,6410.0
2020-10-18,246.0,295.0,1198.0,647.0,545.0,4339.0,1024.0,592.0,393.0,43.0,5059.0,687.0,7.0,131.0,29837.0,6489.0,432.0,989.0,1031.0,11705.0,115.0,210.0,112.0,134.0,7986.0,7482.0,1603.0,3920.0,705.0,537.0,8241.0,321.0,14311.0,1194.0,61.0,130.0,2.0,252.0,3.0,93.0,15982.0,5.0,122.0,1784.0,8545.0,5231.0
2020-10-19,0.0,301.0,1647.0,331.0,728.0,15824.0,1336.0,619.0,890.0,152.0,8078.0,780.0,42.0,131.0,13243.0,9454.0,667.0,1423.0,1263.0,9338.0,188.0,463.0,244.0,155.0,8144.0,9291.0,1995.0,2466.0,2202.0,794.0,15719.0,771.0,25872.0,1351.0,70.0,363.0,30.0,656.0,3.0,219.0,16319.0,5.0,326.0,5398.0,8756.0,4766.0
2020-10-20,188.0,297.0,1978.0,584.0,926.0,19600.0,1472.0,733.0,1424.0,127.0,11985.0,847.0,45.0,294.0,20468.0,12409.0,865.0,2032.0,1166.0,10874.0,161.0,471.0,478.0,111.0,8715.0,10040.0,2390.0,3400.0,1728.0,1505.0,20942.0,1289.0,25613.0,1595.0,45.0,322.0,31.0,833.0,2.0,183.0,15700.0,2.0,512.0,5678.0,8624.0,5469.0
2020-10-21,0.0,302.0,2654.0,714.0,999.0,17628.0,1595.0,738.0,1563.0,188.0,14971.0,866.0,75.0,222.0,26676.0,13931.0,882.0,2066.0,1066.0,15199.0,250.0,468.0,596.0,121.0,9251.0,12107.0,2902.0,4848.0,2581.0,1664.0,23244.0,1571.0,25714.0,1759.0,49.0,365.0,37.0,777.0,8.0,221.0,15971.0,6.0,416.0,6456.0,8743.0,6719.0
2020-10-22,227.0,306.0,3232.0,825.0,1179.0,17715.0,1589.0,787.0,1867.0,160.0,14158.0,860.0,53.0,184.0,41622.0,14039.0,841.0,1820.0,1851.0,16079.0,259.0,550.0,515.0,115.0,9972.0,13632.0,2702.0,5028.0,2890.0,1656.0,23843.0,1666.0,23475.0,1941.0,36.0,329.0,26.0,688.0,14.0,285.0,17340.0,17.0,579.0,6772.0,8832.0,7053.0
2020-10-23,0.0,302.0,3343.0,803.0,1265.0,18863.0,1043.0,0.0,2242.0,130.0,15248.0,819.0,52.0,219.0,42032.0,11098.0,935.0,3149.0,847.0,19143.0,211.0,591.0,862.0,125.0,8642.0,13628.0,3241.0,-5028.0,3042.0,1961.0,25030.0,1867.0,21694.0,1928.0,77.0,315.0,23.0,833.0,1.0,368.0,16521.0,25.0,757.0,7502.0,8895.0,7517.0
2020-10-24,0.0,299.0,2971.0,792.0,1135.0,11552.0,327.0,1656.0,2421.0,101.0,12473.0,916.0,58.0,178.0,45422.0,7452.0,790.0,2316.0,1020.0,19644.0,79.0,621.0,491.0,80.0,10168.0,11742.0,2216.0,9789.0,1312.0,1675.0,15442.0,1477.0,16434.0,1872.0,60.0,166.0,37.0,414.0,10.0,231.0,16710.0,0.0,614.0,4662.0,8821.0,7014.0
2020-10-25,287.0,288.0,2474.0,946.0,703.0,4880.0,2243.0,884.0,828.0,91.0,7300.0,1005.0,17.0,196.0,52010.0,12025.0,714.0,2079.0,939.0,21273.0,136.0,446.0,195.0,107.0,10303.0,10241.0,2051.0,3855.0,901.0,1115.0,11256.0,514.0,15896.0,1824.0,64.0,152.0,23.0,308.0,4.0,202.0,17347.0,13.0,341.0,3210.0,8747.0,6088.0
2020-10-26,85.0,284.0,2781.0,527.0,1555.0,19845.0,2569.0,902.0,1413.0,181.0,10275.0,1241.0,37.0,122.0,26771.0,15941.0,1256.0,2291.0,700.0,17012.0,251.0,1013.0,485.0,75.0,10266.0,16300.0,3028.0,2844.0,2887.0,1500.0,20012.0,1069.0,26807.0,1731.0,67.0,422.0,27.0,649.0,10.0,487.0,16550.0,31.0,1053.0,10127.0,8928.0,5426.0
2020-10-27,107.0,311.0,4373.0,663.0,1586.0,22191.0,2760.0,936.0,2378.0,0.0,15667.0,1203.0,126.0,0.0,33417.0,19248.0,1547.0,2194.0,667.0,21994.0,251.0,814.0,774.0,106.0,8077.0,18820.0,3465.0,4724.0,2785.0,2605.0,24346.0,2414.0,24350.0,1709.0,102.0,442.0,23.0,861.0,17.0,391.0,16202.0,20.0,1328.0,9745.0,8939.0,6677.0
2020-10-28,50.0,275.0,4468.0,988.0,1902.0,17982.0,2689.0,984.0,2776.0,234.0,12977.0,1012.0,80.0,408.0,36437.0,19849.0,1211.0,3286.0,863.0,24991.0,284.0,1055.0,697.0,76.0,10245.0,20156.0,3926.0,5343.0,3363.0,2488.0,24631.0,3389.0,23901.0,1696.0,42.0,587.0,36.0,912.0,10.0,515.0,17717.0,26.0,1384.0,9279.0,9035.0,7474.0
2020-10-29,98.0,319.0,5047.0,1015.0,1498.0,15074.0,2891.0,970.0,2772.0,166.0,13050.0,1081.0,95.0,188.0,47637.0,19406.0,1686.0,3908.0,762.0,26831.0,215.0,910.0,777.0,100.0,11066.0,23629.0,4103.0,6481.0,2573.0,1798.0,24194.0,3262.0,23614.0,1673.0,78.0,633.0,27.0,968.0,8.0,431.0,18283.0,29.0,1545.0,8974.0,9049.0,7342.0
2020-10-30,91.0,241.0,5716.0,1022.0,1953.0,15388.0,1803.0,1960.0,2769.0,149.0,13605.0,976.0,133.0,344.0,49215.0,13998.0,2055.0,3878.0,397.0,31084.0,242.0,1180.0,808.0,140.0,9771.0,23897.0,3729.0,6546.0,2282.0,1797.0,24952.0,4056.0,22890.0,1791.0,60.0,681.0,29.0,839.0,4.0,617.0,18140.0,0.0,1817.0,8943.0,9052.0,8312.0
2020-10-31,69.0,327.0,4790.0,1095.0,1415.0,6309.0,1225.0,0.0,2179.0,197.0,11428.0,954.0,81.0,203.0,35641.0,10523.0,1678.0,3581.0,546.0,31758.0,132.0,619.0,847.0,218.0,8679.0,19171.0,2789.0,5753.0,1883.0,1341.0,16049.0,2987.0,16673.0,1852.0,28.0,483.0,25.0,542.0,7.0,385.0,18665.0,0.0,1449.0,5128.0,8943.0,8752.0
2020-11-01,63.0,321.0,4476.0,1175.0,764.0,2662.0,2427.0,941.0,1165.0,197.0,6551.0,1271.0,62.0,178.0,46290.0,15253.0,1151.0,3989.0,748.0,29907.0,171.0,748.0,320.0,106.0,8264.0,17578.0,2257.0,5324.0,1727.0,557.0,10979.0,1297.0,15970.0,1943.0,32.0,458.0,22.0,195.0,9.0,323.0,18253.0,0.0,802.0,3627.0,8836.0,7959.0
2020-11-02,22.0,381.0,5190.0,596.0,1553.0,13843.0,4041.0,929.0,1427.0,174.0,9241.0,1256.0,80.0,109.0,52518.0,19355.0,2166.0,4219.0,298.0,22253.0,313.0,759.0,533.0,84.0,7738.0,21364.0,2813.0,4041.0,3216.0,1176.0,15515.0,1569.0,31925.0,2295.0,28.0,701.0,45.0,710.0,22.0,647.0,18652.0,36.0,1878.0,10517.0,9032.0,6754.0
2020-11-03,135.0,396.0,6364.0,1242.0,1776.0,12082.0,4054.0,984.0,2480.0,166.0,12090.0,1241.0,208.0,237.0,36330.0,21203.0,2646.0,3928.0,435.0,28244.0,367.0,1405.0,713.0,174.0,7600.0,26692.0,7614.0,7733.0,1962.0,2027.0,22090.0,3608.0,25943.0,2401.0,33.0,703.0,35.0,1020.0,14.0,683.0,19768.0,13.0,2412.0,9597.0,9073.0,8899.0
2020-11-04,90.0,421.0,7111.0,1227.0,1908.0,9213.0,3754.0,982.0,2848.0,233.0,15726.0,1028.0,131.0,293.0,40558.0,22278.0,2915.0,4709.0,563.0,30550.0,357.0,1435.0,801.0,129.0,6946.0,29143.0,4980.0,8651.0,2354.0,1685.0,24183.0,4482.0,24027.0,2775.0,25.0,822.0,39.0,1059.0,19.0,690.0,19404.0,41.0,2181.0,8712.0,9121.0,9524.0
2020-11-05,0.0,489.0,6953.0,1364.0,1921.0,7644.0,3839.0,1988.0,2890.0,224.0,13237.0,959.0,242.0,189.0,58046.0,21580.0,2447.0,5318.0,492.0,34505.0,404.0,1683.0,658.0,146.0,7226.0,29086.0,4819.0,9714.0,2579.0,1564.0,23604.0,4744.0,24062.0,2859.0,20.0,774.0,39.0,935.0,24.0,602.0,20582.0,58.0,2282.0,7827.0,9041.0,9850.0
2020-11-06,184.0,495.0,8090.0,1465.0,1785.0,6638.0,2301.0,0.0,2399.0,314.0,11546.0,844.0,228.0,266.0,60486.0,15934.0,2555.0,4673.0,317.0,37809.0,215.0,1596.0,674.0,102.0,6616.0,29875.0,4995.0,10260.0,1828.0,1612.0,23552.0,4454.0,23660.0,2901.0,26.0,899.0,22.0,1174.0,25.0,650.0,20396.0,0.0,2677.0,7376.0,9166.0,9721.0
2020-11-07,64.0,501.0,5324.0,1410.0,1211.0,3044.0,675.0,996.0,2543.0,116.0,7721.0,737.0,193.0,0.0,86852.0,10135.0,1889.0,5162.0,539.0,39811.0,92.0,1190.0,570.0,102.0,5656.0,26785.0,3761.0,9937.0,577.0,889.0,14592.0,4451.0,18766.0,2927.0,17.0,656.0,15.0,671.0,3.0,388.0,20498.0,0.0,2112.0,4187.0,9213.0,10746.0
2020-11-08,54.0,525.0,5744.0,1663.0,996.0,1449.0,3816.0,983.0,1529.0,111.0,3611.0,1043.0,125.0,412.0,38619.0,15995.0,1489.0,4140.0,265.0,32616.0,208.0,1060.0,180.0,153.0,4669.0,23713.0,3263.0,6752.0,1051.0,464.0,9842.0,2097.0,20245.0,2970.0,23.0,575.0,22.0,331.0,8.0,385.0,21798.0,18.0,1318.0,2979.0,9246.0,9397.0
2020-11-09,40.0,563.0,6246.0,635.0,1605.0,8613.0,4390.0,1038.0,1467.0,198.0,6048.0,1053.0,128.0,90.0,20155.0,19617.0,2383.0,3945.0,230.0,25271.0,453.0,1569.0,480.0,141.0,4644.0,27454.0,4202.0,3240.0,2058.0,1084.0,16563.0,3725.0,31511.0,2911.0,11.0,810.0,49.0,915.0,22.0,707.0,20977.0,41.0,2823.0,8679.0,9306.0,8687.0
2020-11-10,90.0,507.0,7437.0,1346.0,1541.0,7662.0,3945.0,1057.0,2597.0,165.0,9057.0,1088.0,132.0,220.0,22180.0,22706.0,2751.0,3927.0,358.0,35098.0,533.0,1542.0,789.0,109.0,5383.0,27221.0,4742.0,7304.0,2591.0,2217.0,20620.0,4497.0,27789.0,3120.0,28.0,775.0,35.0,1115.0,12.0,603.0,19851.0,35.0,3536.0,7390.0,9259.0,10179.0
2020-11-11,49.0,410.0,9172.0,1202.0,1728.0,2002.0,3414.0,1098.0,3082.0,185.0,8919.0,1052.0,375.0,238.0,35879.0,23526.0,3316.0,5097.0,385.0,32961.0,455.0,1891.0,699.0,150.0,5618.0,24683.0,5197.0,9799.0,2024.0,1925.0,20033.0,5709.0,27757.0,3473.0,20.0,817.0,23.0,1331.0,8.0,662.0,21608.0,44.0,3341.0,6359.0,9423.0,10611.0
2020-11-12,109.0,490.0,8258.0,1622.0,1332.0,6467.0,4212.0,1167.0,3056.0,207.0,7874.0,1148.0,258.0,197.0,33172.0,21385.0,3038.0,4836.0,467.0,37978.0,395.0,1733.0,711.0,121.0,6067.0,26051.0,5911.0,10142.0,1771.0,1508.0,19201.0,5564.0,24826.0,3504.0,8.0,903.0,21.0,1323.0,8.0,637.0,21983.0,19.0,3499.0,5963.0,9571.0,11057.0
2020-11-13,0.0,532.0,7016.0,1364.0,1275.0,5697.0,2498.0,1248.0,2866.0,198.0,7358.0,1043.0,264.0,316.0,23794.0,15794.0,2835.0,4238.0,427.0,40902.0,316.0,1372.0,612.0,117.0,5897.0,27571.0,5996.0,9489.0,1200.0,1713.0,18442.0,6730.0,24389.0,3020.0,17.0,856.0,25.0,1411.0,5.0,697.0,22702.0,0.0,3822.0,5681.0,9775.0,11787.0
2020-11-14,147.0,597.0,5095.0,1849.0,1056.0,2360.0,816.0,1315.0,2362.0,127.0,4196.0,989.0,224.0,244.0,32095.0,8840.0,1695.0,6495.0,377.0,37255.0,89.0,1100.0,547.0,103.0,5418.0,23854.0,5111.0,9460.0,509.0,920.0,10584.0,3513.0,18223.0,3157.0,11.0,636.0,18.0,507.0,3.0,379.0,22572.0,37.0,3482.0,3204.0,9846.0,12524.0
2020-11-15,42.0,602.0,4613.0,2259.0,733.0,1053.0,3519.0,1263.0,1313.0,107.0,1891.0,1251.0,211.0,213.0,27228.0,14693.0,2198.0,5203.0,453.0,33979.0,278.0,1101.0,164.0,110.0,4842.0,24745.0,3540.0,7096.0,1326.0,501.0,6676.0,1581.0,16232.0,3117.0,12.0,625.0,11.0,564.0,4.0,405.0,22778.0,0.0,2813.0,2315.0,9953.0,10681.0
2020-11-16,37.0,694.0,6074.0,1395.0,1255.0,5830.0,4828.0,1251.0,1945.0,228.0,5426.0,1328.0,187.0,104.0,9406.0,20356.0,2422.0,4290.0,330.0,27354.0,442.0,1982.0,424.0,173.0,4280.0,21152.0,4878.0,4931.0,1311.0,1388.0,12836.0,2544.0,26951.0,3443.0,7.0,950.0,26.0,1069.0,5.0,722.0,22410.0,31.0,4994.0,6578.0,10046.0,9832.0
2020-11-17,67.0,711.0,7522.0,2075.0,1633.0,4824.0,3938.0,1309.0,3251.0,198.0,4246.0,1330.0,271.0,228.0,45522.0,23703.0,3209.0,4512.0,372.0,32191.0,366.0,1662.0,889.0,140.0,4583.0,20406.0,5308.0,8262.0,1665.0,2013.0,15898.0,4458.0,23487.0,3697.0,13.0,964.0,36.0,1607.0,8.0,635.0,20985.0,37.0,5613.0,5416.0,10549.0,11968.0
2020-11-18,48.0,786.0,6434.0,2239.0,1180.0,3681.0,3899.0,1382.0,3164.0,268.0,5514.0,1221.0,411.0,288.0,28383.0,23751.0,3227.0,4440.0,415.0,34282.0,380.0,2316.0,668.0,121.0,5686.0,23975.0,6304.0,10269.0,1818.0,2064.0,14822.0,4961.0,21080.0,3768.0,5.0,949.0,19.0,1442.0,8.0,652.0,23610.0,15.0,6109.0,4854.0,10946.0,12496.0
2020-11-19,76.0,836.0,6605.0,2597.0,1237.0,3007.0,3983.0,1457.0,2958.0,232.0,6470.0,1222.0,361.0,351.0,21150.0,22293.0,2551.0,4397.0,329.0,36176.0,642.0,2096.0,519.0,141.0,5931.0,22464.0,6001.0,10108.0,1861.0,1546.0,13197.0,7609.0,18041.0,3824.0,19.0,976.0,19.0,1422.0,4.0,564.0,24318.0,22.0,6254.0,4490.0,11273.0,13357.0
2020-11-20,65.0,737.0,6466.0,3169.0,1315.0,3075.0,2279.0,1588.0,3573.0,245.0,5809.0,1001.0,300.0,461.0,22882.0,14769.0,2309.0,4320.0,341.0,37242.0,376.0,2179.0,571.0,102.0,6004.0,24213.0,6140.0,9272.0,984.0,1690.0,12666.0,5458.0,17100.0,4048.0,18.0,913.0,16.0,1306.0,4.0,519.0,24822.0,32.0,5774.0,4328.0,11834.0,14575.0
